STATION,DATE,ROUTE,MP,LANE,H0000,H0100,H0200,H0300,H0400,H0500,H0600,H0700,H0800,H0900,H1000,H1100,H1200,H1300,H1400,H1500,H1600,H1700,H1800,H1900,H2000,H2100,H2200,H2300,TOTAL
-658,2023-02-17,89,349.598,PLane2,11.0,13.0,3.0,7.0,9.0,18.0,68.0,159.0,217.0,252.0,376.0,465.0,547.0,488.0,529.0,568.0,550.0,522.0,515.0,403.0,292.0,246.0,154.0,59.0,6471
-658,2023-02-17,89,349.598,PLane3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,9.0,11.0,16.0,16.0,19.0,16.0,15.0,6.0,13.0,10.0,11.0,4.0,1.0,0.0,159
-658,2023-03-01,89,349.598,NLane1,5.0,1.0,1.0,1.0,6.0,6.0,18.0,48.0,61.0,134.0,154.0,245.0,336.0,309.0,248.0,248.0,285.0,309.0,259.0,236.0,136.0,66.0,22.0,6.0,3140
-658,2023-03-01,89,349.598,NLane2,14.0,12.0,10.0,3.0,5.0,42.0,76.0,165.0,224.0,244.0,280.0,329.0,388.0,362.0,350.0,388.0,381.0,431.0,404.0,309.0,232.0,134.0,97.0,40.0,4920
-658,2023-03-01,89,349.598,NLane3,12.0,13.0,4.0,4.0,16.0,36.0,82.0,232.0,302.0,307.0,314.0,344.0,406.0,396.0,376.0,447.0,466.0,503.0,411.0,288.0,195.0,120.0,70.0,27.0,5371
-658,2023-03-01,89,349.598,PLane1,19.0,3.0,3.0,9.0,12.0,45.0,108.0,217.0,304.0,331.0,400.0,492.0,540.0,523.0,498.0,539.0,586.0,628.0,532.0,344.0,248.0,162.0,83.0,45.0,6671
-658,2023-03-01,89,349.598,PLane2,17.0,5.0,6.0,6.0,7.0,33.0,71.0,180.0,262.0,269.0,306.0,406.0,494.0,437.0,413.0,427.0,527.0,555.0,443.0,339.0,256.0,159.0,76.0,20.0,5714
-658,2023-03-01,89,349.598,PLane3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,5.0,13.0,9.0,17.0,19.0,14.0,8.0,14.0,14.0,9.0,7.0,5.0,0.0,0.0,144
-658,2023-03-02,89,349.598,NLane1,2.0,1.0,2.0,0.0,0.0,11.0,11.0,49.0,66.0,153.0,201.0,293.0,319.0,284.0,294.0,313.0,312.0,321.0,322.0,259.0,170.0,83.0,36.0,10.0,3512
-658,2023-03-02,89,349.598,NLane2,21.0,11.0,4.0,3.0,9.0,42.0,61.0,143.0,230.0,295.0,302.0,349.0,453.0,386.0,365.0,380.0,411.0,425.0,407.0,324.0,276.0,157.0,97.0,52.0,5203
-658,2023-03-02,89,349.598,NLane3,11.0,7.0,4.0,2.0,11.0,43.0,77.0,225.0,289.0,293.0,349.0,393.0,441.0,458.0,460.0,490.0,516.0,519.0,430.0,322.0,217.0,150.0,82.0,33.0,5822
-658,2023-03-02,89,349.598,PLane1,22.0,8.0,3.0,5.0,17.0,48.0,99.0,226.0,314.0,336.0,425.0,519.0,594.0,527.0,535.0,569.0,625.0,669.0,527.0,421.0,275.0,186.0,120.0,64.0,7134
-658,2023-03-02,89,349.598,PLane2,10.0,5.0,4.0,4.0,13.0,35.0,80.0,200.0,252.0,325.0,353.0,422.0,534.0,482.0,462.0,471.0,567.0,579.0,467.0,341.0,255.0,189.0,72.0,30.0,6152
-658,2023-03-02,89,349.598,PLane3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,9.0,8.0,16.0,13.0,15.0,14.0,14.0,17.0,9.0,9.0,4.0,9.0,0.0,0.0,154
